eco_id	eco_name	status	best_title	best_url	score	redirected_from	candidates	notes
117	Adelie Land tundra	no_match	List of tundra ecoregions	https://en.wikipedia.org/wiki/List_of_tundra_ecoregions	51.16279069767442		List of tundra ecoregions | Antarctic realm | Ellsworth Land	Best score only 51
404	Ahklun and Kilbuck Upland Tundra	no_match	List of ecoregions in the United States (EPA)	https://en.wikipedia.org/wiki/List_of_ecoregions_in_the_United_States_(EPA)	33.76623376623377		List of ecoregions in the United States (EPA) | Columbia Plateau (ecoregion) | Cross Timbers	Best score only 34
722	Al-Hajar foothill xeric woodlands and shrublands	no_match	East Arabian fog shrublands and sand desert	https://en.wikipedia.org/wiki/East_Arabian_fog_shrublands_and_sand_desert	57.142857142857146		United Arab Emirates | South Arabian plains and plateau desert | East Arabian fog shrublands and sand desert	Best score only 57
723	Al-Hajar montane woodlands and shrublands	redirect	Al Hajar montane woodlands	https://en.wikipedia.org/wiki/Al_Hajar_montane_woodlands	79.06976744186046	Al-Hajar montane woodlands and shrublands		Redirects to: Al Hajar montane woodlands
330	Appalachian Piedmont forests	partial_match	Appalachian Highlands	https://en.wikipedia.org/wiki/Appalachian_Highlands	68.75		Appalachian Highlands | Southeastern mixed forests | Appalachian Mountains	Score 69, review needed
810	Arabian sand desert	strong_match	Arabian Desert	https://en.wikipedia.org/wiki/Arabian_Desert	100.0		Arabian Desert | Sand cat | Erg (landform)	
346	Arizona Mountains forests	redirect	Arizona/New Mexico Mountains ecoregion	https://en.wikipedia.org/wiki/Arizona/New_Mexico_Mountains_ecoregion	66.66666666666666	Arizona Mountains forests		Redirects to: Arizona/New Mexico Mountains ecoregion
612	Bahamian-Antillean mangroves	redirect	Greater Antilles mangroves	https://en.wikipedia.org/wiki/Greater_Antilles_mangroves	66.66666666666666	Bahamian-Antillean mangroves		Redirects to: Greater Antilles mangroves
564	Belizian pine savannas	redirect	Belizean pine forests	https://en.wikipedia.org/wiki/Belizean_pine_forests	69.76744186046511	Belizian pine savannas		Redirects to: Belizean pine forests
565	Beni savanna	redirect	Llanos de Moxos	https://en.wikipedia.org/wiki/Llanos_de_Moxos	29.629629629629633	Beni savanna		Redirects to: Llanos de Moxos
182	Brigalow tropical savanna	redirect	Brigalow Belt	https://en.wikipedia.org/wiki/Brigalow_Belt	76.19047619047619	Brigalow tropical savanna		Redirects to: Brigalow Belt
691	Caledon conifer forests	redirect	Caledonian Forest	https://en.wikipedia.org/wiki/Caledonian_Forest	75.0	Caledon conifer forests		Redirects to: Caledonian Forest
566	Campos Rupestres montane savanna	redirect	Campos rupestres	https://en.wikipedia.org/wiki/Campos_rupestres	100.0	Campos Rupestres montane savanna		Redirects to: Campos rupestres
599	Caribbean shrublands	partial_match	La Costa xeric shrublands	https://en.wikipedia.org/wiki/La_Costa_xeric_shrublands	66.66666666666666		Venezuelan Coastal Range | Nearctic realm | La Costa xeric shrublands	Score 67, review needed
652	Central Anatolian steppe and woodlands	redirect	Central Anatolian deciduous forests	https://en.wikipedia.org/wiki/Central_Anatolian_deciduous_forests	65.38461538461539	Central Anatolian steppe and woodlands		Redirects to: Central Anatolian deciduous forests
38	Central bushveld	strong_match	Bushveld	https://en.wikipedia.org/wiki/Bushveld	100.0		Bushveld | Geography of South Africa | Bushveld Igneous Complex	
352	Central-Southern Cascades Forests	no_match	Cascades (ecoregion)	https://en.wikipedia.org/wiki/Cascades_(ecoregion)	57.142857142857146		Cascades (ecoregion) | Cascade Range | List of ecoregions in the United States (EPA)	Best score only 57
389	Central-Southern US mixed grasslands	no_match	Central forest–grasslands transition	https://en.wikipedia.org/wiki/Central_forest%E2%80%93grasslands_transition	58.333333333333336		Central Great Plains (ecoregion) | Mixed grass prairie | Central forest–grasslands transition	Best score only 58
167	Chatham Island temperate forests	redirect	Chatham Islands	https://en.wikipedia.org/wiki/Chatham_Islands	63.63636363636363	Chatham Island temperate forests		Redirects to: Chatham Islands
292	Chhota-Nagpur dry deciduous forests	redirect	Chota Nagpur Plateau	https://en.wikipedia.org/wiki/Chota_Nagpur_Plateau	50.90909090909091	Chhota-Nagpur dry deciduous forests		Redirects to: Chota Nagpur Plateau
390	Cross-Timbers savanna-woodland	no_match	Cross Timbers	https://en.wikipedia.org/wiki/Cross_Timbers	55.81395348837209		Cross Timbers | East Central Texas forests | Cross–Niger transition forests	Best score only 56
40	Drakensberg Escarpment savanna and thicket	no_match	List of vegetation types of South Africa	https://en.wikipedia.org/wiki/List_of_vegetation_types_of_South_Africa	32.911392405063296		Veld | Geography of South Africa | Mariepskop	Best score only 33
119	Dronning Maud Land tundra	no_match	List of tundra ecoregions	https://en.wikipedia.org/wiki/List_of_tundra_ecoregions	52.0		List of tundra ecoregions | List of terrestrial ecoregions (WWF) | Antarctic realm	Best score only 52
69	East African halophytics	redirect	Lake Natron	https://en.wikipedia.org/wiki/Lake_Natron	28.57142857142857	East African halophytics		Redirects to: Lake Natron
191	Eastern Australia mulga shrublands	redirect	Mulga Lands	https://en.wikipedia.org/wiki/Mulga_Lands	62.5	Eastern Australia mulga shrublands		Redirects to: Mulga Lands
333	Eastern Canadian Forest-Boreal transition	partial_match	Eastern forest–boreal transition	https://en.wikipedia.org/wiki/Eastern_forest%E2%80%93boreal_transition	84.93150684931507		Eastern forest–boreal transition | Boreal forest of Canada | Eastern Canadian Boreal Forests	Score 85, review needed
185	Einasleigh upland savanna	redirect	Einasleigh Uplands	https://en.wikipedia.org/wiki/Einasleigh_Uplands	79.06976744186046	Einasleigh upland savanna		Redirects to: Einasleigh Uplands
122	Ellsworth Mountains tundra	partial_match	Ellsworth Land	https://en.wikipedia.org/wiki/Ellsworth_Land	78.26086956521739		List of tundra ecoregions | Antarctic realm | Ellsworth Land	Score 78, review needed
123	Enderby Land tundra	no_match	List of tundra ecoregions	https://en.wikipedia.org/wiki/List_of_tundra_ecoregions	50.0		List of tundra ecoregions | Antarctic realm | Auckland Islands	Best score only 50
199	Eyre and York mallee	redirect	Eyre Yorke Block	https://en.wikipedia.org/wiki/Eyre_Yorke_Block	61.111111111111114	Eyre and York mallee		Redirects to: Eyre Yorke Block
462	Fernando de Noronha-Atol das Rocas moist forests	redirect	Fernando de Noronha	https://en.wikipedia.org/wiki/Fernando_de_Noronha	73.33333333333333	Fernando de Noronha-Atol das Rocas moist forests		Redirects to: Fernando de Noronha
200	Flinders-Lofty montane woodlands	no_match	Australian Alps montane grasslands	https://en.wikipedia.org/wiki/Australian_Alps_montane_grasslands	54.54545454545455		Australian Alps montane grasslands | List of ecoregions in Australia | Southeast Australia temperate forests	Best score only 55
94	Gariep Karoo	partial_match	Gariep Arts Festival	https://en.wikipedia.org/wiki/Gariep_Arts_Festival	66.66666666666666		Gariep Arts Festival | Gariep Nature Reserve | Orange River	Score 67, review needed
201	Hampton mallee and woodlands	redirect	Hampton bioregion	https://en.wikipedia.org/wiki/Hampton_bioregion	58.333333333333336	Hampton mallee and woodlands		Redirects to: Hampton bioregion
45	Horn of Africa xeric bushlands	no_match	Djibouti xeric shrublands	https://en.wikipedia.org/wiki/Djibouti_xeric_shrublands	58.18181818181818		Somali Acacia–Commiphora bushlands and thickets | Djibouti xeric shrublands | Somalia	Best score only 58
96	Ile Europa and Bassas da India xeric scrub	redirect	Europa Island	https://en.wikipedia.org/wiki/Europa_Island	63.1578947368421	Ile Europa and Bassas da India xeric scrub		Redirects to: Europa Island
336	Interior Plateau US Hardwood Forests	partial_match	Central U.S. hardwood forests	https://en.wikipedia.org/wiki/Central_U.S._hardwood_forests	73.84615384615384		Interior Low Plateaus | Central U.S. hardwood forests | List of ecoregions in the United States (EPA)	Score 74, review needed
533	Islas Revillagigedo dry forests	redirect	Revillagigedo Islands	https://en.wikipedia.org/wiki/Revillagigedo_Islands	76.47058823529412	Islas Revillagigedo dry forests		Redirects to: Revillagigedo Islands
202	Jarrah-Karri forest and shrublands	redirect	Warren bioregion	https://en.wikipedia.org/wiki/Warren_bioregion	32.0	Jarrah-Karri forest and shrublands		Redirects to: Warren bioregion
97	Kalahari xeric savanna	redirect	Kalahari Desert	https://en.wikipedia.org/wiki/Kalahari_Desert	69.56521739130434	Kalahari xeric savanna		Redirects to: Kalahari Desert
733	Kazakh upland steppe	strong_match	Kazakh Steppe	https://en.wikipedia.org/wiki/Kazakh_Steppe	100.0		Kazakh Steppe | Kazakh Uplands | Eurasian Steppe	
313	Kinabalu montane alpine meadows	redirect	Mount Kinabalu	https://en.wikipedia.org/wiki/Mount_Kinabalu	72.72727272727272	Kinabalu montane alpine meadows		Redirects to: Mount Kinabalu
357	Klamath-Siskiyou forests	redirect	Klamath Mountains (ecoregion)	https://en.wikipedia.org/wiki/Klamath_Mountains_(ecoregion)	49.056603773584904	Klamath-Siskiyou forests		Redirects to: Klamath Mountains (ecoregion)
16	Kwazulu Natal-Cape coastal forests	partial_match	KwaZulu–Cape coastal forest mosaic	https://en.wikipedia.org/wiki/KwaZulu%E2%80%93Cape_coastal_forest_mosaic	76.47058823529412		KwaZulu-Natal | KwaZulu–Cape coastal forest mosaic | Forests of KwaZulu-Natal	Score 76, review needed
577	Low Monte	redirect	Argentine Monte	https://en.wikipedia.org/wiki/Argentine_Monte	71.42857142857143	Low Monte		Redirects to: Argentine Monte
19	Maputaland coastal forests and woodlands	redirect	Maputaland coastal forest mosaic	https://en.wikipedia.org/wiki/Maputaland_coastal_forest_mosaic	77.77777777777777	Maputaland coastal forests and woodlands		Redirects to: Maputaland coastal forest mosaic
124	Marie Byrd Land tundra	no_match	List of tundra ecoregions	https://en.wikipedia.org/wiki/List_of_tundra_ecoregions	46.808510638297875		List of tundra ecoregions | Antarctic realm | List of terrestrial ecoregions (WWF)	Best score only 47
20	Mascarene forests	redirect	Mascarene Islands	https://en.wikipedia.org/wiki/Mascarene_Islands	70.58823529411765	Mascarene forests		Redirects to: Mascarene Islands
393	Mid-Atlantic US coastal savannas	partial_match	Middle Atlantic coastal forests	https://en.wikipedia.org/wiki/Middle_Atlantic_coastal_forests	63.492063492063494		Atlantic Plain | Middle Atlantic coastal forests | Southern Coastal Plain (ecoregion)	Score 63, review needed
84	Mulanje Montane forest-grassland	partial_match	South Malawi montane forest–grassland mosaic	https://en.wikipedia.org/wiki/South_Malawi_montane_forest%E2%80%93grassland_mosaic	71.05263157894737		South Malawi montane forest–grassland mosaic | List of ecoregions in Malawi | List of ecoregions in Zimbabwe	Score 71, review needed
203	Murray-Darling woodlands and mallee	redirect	Murray Darling Depression	https://en.wikipedia.org/wiki/Murray_Darling_Depression	40.0	Murray-Darling woodlands and mallee		Redirects to: Murray Darling Depression
102	Namaqualand-Richtersveld steppe	no_match			0			No search results
395	Nebraska Sand Hills mixed grasslands	redirect	Sandhills (Nebraska)	https://en.wikipedia.org/wiki/Sandhills_(Nebraska)	46.42857142857143	Nebraska Sand Hills mixed grasslands		Redirects to: Sandhills (Nebraska)
831	North Arabian desert	strong_match	Arabian Desert	https://en.wikipedia.org/wiki/Arabian_Desert	100.0		Arabian Desert | Syrian desert | Arabian-Persian Gulf Coastal Plain Desert	
832	North Arabian highland shrublands	no_match	Southwestern Arabian foothills savanna	https://en.wikipedia.org/wiki/Southwestern_Arabian_foothills_savanna	56.33802816901409		Southwestern Arabian foothills savanna | Tibesti–Jebel Uweinat montane xeric woodlands | West Saharan montane xeric woodlands	Best score only 56
358	North Cascades conifer forests	partial_match	Mixed conifer forest	https://en.wikipedia.org/wiki/Mixed_conifer_forest	60.0		British Columbia mainland coastal forests | Arizona/New Mexico Mountains ecoregion | Cascades (ecoregion)	Score 60, review needed
125	North Victoria Land tundra	partial_match	Tundra of North America	https://en.wikipedia.org/wiki/Tundra_of_North_America	69.38775510204081		List of tundra ecoregions | Toyota Tundra | Antarctic realm	Score 69, review needed
339	Northeast US Coastal forests	no_match	Western Gulf coastal grasslands	https://en.wikipedia.org/wiki/Western_Gulf_coastal_grasslands	54.23728813559322		Northeastern United States | Northeast Ecological Corridor | Western Gulf coastal grasslands	Best score only 54
361	Northern Rockies conifer forests	redirect	North Central Rockies forests	https://en.wikipedia.org/wiki/North_Central_Rockies_forests	81.9672131147541	Northern Rockies conifer forests		Redirects to: North Central Rockies forests
127	Northwest Antarctic Peninsula tundra	strong_match	Tundra	https://en.wikipedia.org/wiki/Tundra	100.0		List of tundra ecoregions | Antarctic realm | Tundra	
777	Novosibirsk Islands Arctic desert	no_match	New Siberian Islands	https://en.wikipedia.org/wiki/New_Siberian_Islands	52.83018867924528		New Siberian Islands | List of ecoregions in Russia | List of tundra ecoregions	Best score only 53
212	Nullarbor Plains xeric shrublands	redirect	Nullarbor Plain	https://en.wikipedia.org/wiki/Nullarbor_Plain	75.0	Nullarbor Plains xeric shrublands		Redirects to: Nullarbor Plain
85	Nyanga-Chimanimani Montane forest-grassland	no_match	Eastern Highlands	https://en.wikipedia.org/wiki/Eastern_Highlands	33.33333333333333		Eastern Highlands | Dry miombo woodlands | Bvumba Mountains	Best score only 33
340	Ozark Highlands mixed forests	partial_match	Ozark Mountain forests	https://en.wikipedia.org/wiki/Ozark_Mountain_forests	74.28571428571428		U.S. Interior Highlands | Ozark Mountain forests | Ozark Highlands (ecoregion)	Score 74, review needed
490	Pantepui forests & shrublands	no_match	Campos rupestres	https://en.wikipedia.org/wiki/Campos_rupestres	35.55555555555556		Tepui | Campos rupestres | Guianan savanna	Best score only 36
578	Patagonian steppe	redirect	Patagonian Desert	https://en.wikipedia.org/wiki/Patagonian_Desert	76.47058823529412	Patagonian steppe		Redirects to: Patagonian Desert
735	Pontic steppe	redirect	Pontic–Caspian steppe	https://en.wikipedia.org/wiki/Pontic%E2%80%93Caspian_steppe	76.47058823529412	Pontic steppe		Redirects to: Pontic–Caspian steppe
128	Prince Charles Mountains tundra	no_match	Ecology of the Rocky Mountains	https://en.wikipedia.org/wiki/Ecology_of_the_Rocky_Mountains	55.73770491803279		Antarctic realm | List of tundra ecoregions | August Franz Globensky	Best score only 56
365	Queen Charlotte Islands conifer forests	no_match	List of terrestrial ecoregions (WWF)	https://en.wikipedia.org/wiki/List_of_terrestrial_ecoregions_(WWF)	40.0		Lasionycta mutilata | Pine grosbeak | Northern saw-whet owl	Best score only 40
174	Rakiura Island temperate forests	redirect	Stewart Island	https://en.wikipedia.org/wiki/Stewart_Island	60.0	Rakiura Island temperate forests		Redirects to: Stewart Island
628	Rapa Nui and Sala y Gómez subtropical forests	partial_match	List of tropical and subtropical moist broadleaf forests ecoregions	https://en.wikipedia.org/wiki/List_of_tropical_and_subtropical_moist_broadleaf_forests_ecoregions	67.64705882352942		Isla Salas y Gómez | Easter Island | List of tropical and subtropical moist broadleaf forests ecoregions	Score 68, review needed
837	Red Sea-Arabian Desert shrublands	partial_match	East Arabian fog shrublands and sand desert	https://en.wikipedia.org/wiki/East_Arabian_fog_shrublands_and_sand_desert	71.05263157894737		Arabian Desert | Red Sea Nubo–Sindian tropical desert and semi-desert | Deserts and xeric shrublands	Score 71, review needed
90	Renosterveld shrubland	no_match	List of ecoregions in South Africa	https://en.wikipedia.org/wiki/List_of_ecoregions_in_South_Africa	32.14285714285714		Fynbos | List of vegetation types of South Africa | Wiborgia	Best score only 32
498	Rio Negro campinarana	redirect	Campinarana	https://en.wikipedia.org/wiki/Campinarana	100.0	Rio Negro campinarana		Redirects to: Campinarana
53	Sahelian Acacia savanna	redirect	Sahel	https://en.wikipedia.org/wiki/Sahel	35.71428571428571	Sahelian Acacia savanna		Redirects to: Sahel
425	Santa Lucia Montane Chaparral & Woodlands	partial_match	California montane chaparral and woodlands	https://en.wikipedia.org/wiki/California_montane_chaparral_and_woodlands	79.51807228915663		California montane chaparral and woodlands | California interior chaparral and woodlands | Santa Lucia Mountains slender salamander	Score 80, review needed
132	South Victoria Land tundra	partial_match	Toyota Tundra	https://en.wikipedia.org/wiki/Toyota_Tundra	63.1578947368421		List of tundra ecoregions | Antarctic realm | Toyota Tundra	Score 63, review needed
399	Southeast US conifer savannas	no_match	Northeast Texas	https://en.wikipedia.org/wiki/Northeast_Texas	45.45454545454545		Arizona/New Mexico Mountains ecoregion | Northeast Texas | University of Wisconsin–Madison Arboretum	Best score only 45
400	Southeast US mixed woodlands and savannas	no_match	Eastern woodlands of the United States	https://en.wikipedia.org/wiki/Eastern_woodlands_of_the_United_States	58.22784810126582		Pre-Columbian woodlands of North America | Arizona/New Mexico Mountains ecoregion | Eastern woodlands of the United States	Best score only 58
616	Southern Atlantic Brazilian mangroves	partial_match	Bahia mangroves	https://en.wikipedia.org/wiki/Bahia_mangroves	75.0		Bahia mangroves | Atlantic Forest | List of ecoregions in Brazil	Score 75, review needed
87	Southern Rift Montane forest-grassland	strong_match	Southern Rift montane forest–grassland mosaic	https://en.wikipedia.org/wiki/Southern_Rift_montane_forest%E2%80%93grassland_mosaic	89.1566265060241		Southern Rift montane forest–grassland mosaic | Afromontane | Southern Highlands, Tanzania	
28	Southern Swahili coastal forests and woodlands	redirect	Southern Zanzibar–Inhambane coastal forest mosaic	https://en.wikipedia.org/wiki/Southern_Zanzibar%E2%80%93Inhambane_coastal_forest_mosaic	63.1578947368421	Southern Swahili coastal forests and woodlands		Redirects to: Southern Zanzibar–Inhambane coastal forest mosaic
107	Southwest Arabian coastal xeric shrublands	redirect	Arabian Peninsula coastal fog desert	https://en.wikipedia.org/wiki/Arabian_Peninsula_coastal_fog_desert	58.97435897435897	Southwest Arabian coastal xeric shrublands		Redirects to: Arabian Peninsula coastal fog desert
108	Southwest Arabian Escarpment shrublands and woodlands	redirect	Southwestern Arabian foothills savanna	https://en.wikipedia.org/wiki/Southwestern_Arabian_foothills_savanna	52.747252747252745	Southwest Arabian Escarpment shrublands and woodlands		Redirects to: Southwestern Arabian foothills savanna
109	Southwest Arabian highland xeric scrub	partial_match	Southwestern Arabian foothills savanna	https://en.wikipedia.org/wiki/Southwestern_Arabian_foothills_savanna	65.78947368421052		Southwestern Arabian foothills savanna | Global 200 | List of terrestrial ecoregions (WWF)	Score 66, review needed
739	Syrian xeric grasslands and shrublands	redirect	Middle East steppe	https://en.wikipedia.org/wiki/Middle_East_steppe	25.0	Syrian xeric grasslands and shrublands		Redirects to: Middle East steppe
843	Taklimakan desert	redirect	Taklamakan Desert	https://en.wikipedia.org/wiki/Taklamakan_Desert	94.11764705882354	Taklimakan desert		Redirects to: Taklamakan Desert
747	Tigris-Euphrates alluvial salt marsh	redirect	Mesopotamian Marshes	https://en.wikipedia.org/wiki/Mesopotamian_Marshes	35.71428571428571	Tigris-Euphrates alluvial salt marsh		Redirects to: Mesopotamian Marshes
508	Tocantins/Pindare moist forests	redirect	Tocantins–Araguaia–Maranhão moist forests	https://en.wikipedia.org/wiki/Tocantins%E2%80%93Araguaia%E2%80%93Maranh%C3%A3o_moist_forests	72.22222222222223	Tocantins/Pindare moist forests		Redirects to: Tocantins–Araguaia–Maranhão moist forests
134	Transantarctic Mountains tundra	strong_match	Tundra	https://en.wikipedia.org/wiki/Tundra	100.0		List of tundra ecoregions | Antarctic realm | Tundra	
509	Trindade-Martin Vaz Islands tropical forests	redirect	Trindade and Martim Vaz	https://en.wikipedia.org/wiki/Trindade_and_Martim_Vaz	53.73134328358209	Trindade-Martin Vaz Islands tropical forests		Redirects to: Trindade and Martim Vaz
343	Upper Midwest US forest-savanna transition	no_match	Central forest–grasslands transition	https://en.wikipedia.org/wiki/Central_forest%E2%80%93grasslands_transition	56.41025641025641		Central forest–grasslands transition | Oak savanna | Woodland	Best score only 56
383	Watson Highlands taiga	no_match	Nahanni National Park Reserve	https://en.wikipedia.org/wiki/Nahanni_National_Park_Reserve	39.21568627450981		List of ecoregions in North America (CEC) | Caledonian Forest | Nahanni National Park Reserve	Best score only 39
402	Western shortgrass prairie	redirect	Western short grasslands	https://en.wikipedia.org/wiki/Western_short_grasslands	64.0	Western shortgrass prairie		Redirects to: Western short grasslands
687	Western Siberian hemiboreal forests	redirect	West Siberian broadleaf and mixed forests	https://en.wikipedia.org/wiki/West_Siberian_broadleaf_and_mixed_forests	68.42105263157895	Western Siberian hemiboreal forests		Redirects to: West Siberian broadleaf and mixed forests
66	Zambezian-Limpopo mixed woodlands	partial_match	Dry miombo woodlands	https://en.wikipedia.org/wiki/Dry_miombo_woodlands	62.06896551724138		Dry miombo woodlands | Zimbabwe | Kruger National Park	Score 62, review needed
